object_id,Z,SpecType_Code,target
tavor_bregedur_hervess,0.1859,0,0
thavron_gaur_agar,0.1806,7,0
thurin_espalass_maen,0.5804,0,0
tinnu_Eluwaith_mithril,0.236,3,0
uir_lalaith_Tawarwaith,1.347,0,0
ungol_luin_callon,0.709,0,0
uruk_Tawarwaith_talraph,0.4547,0,0
uruk_dunedhel_firiel,0.3586,7,0
Dornhoth_lavan_ank,2.013,0,0
Druadan_romru_araf,0.3328,7,0
Gwathuirim_mund_ram,0.7045,0,0
Mirion_ingem_ank,0.8483,0,0
Mithrim_haudh_pethron,0.2,3,0
Mithrim_ira_fae,0.4372,7,0
Mithrim_pess_midh,1.021,1,0
ablad_dam_roch,1.055,0,0
adab_rach_pess,0.4616,7,0
aduial_gli_hast,0.445,7,0
aeruil_cugu_rach,0.4327,7,0
aglareb_panas_sammar,0.4422,7,0
ah_gorn_ruith,0.318,0,0
ah_magol_thor,0.816,0,0
ah_sirion_perian,0.3447,7,0
alag_haradrim_celair,0.4706,15,1
alagos_tinnu_sammar,0.5259,0,0
amlug_raegdan_heledh,0.9908,0,0
amon_corf_Druadan,1.282,0,0
ang_midh_hu,0.141,0,0
aphadrim_braig_lin,0.5312,1,0
aras_lembas_bain,0.7301,0,0
archam_alag_rist,0.126,3,0
archam_tachol_pennas,0.8847,0,0
barad_peredhel_minas,0.2875,0,0
bellas_baug_menel,0.4811,7,0
bregedur_ah_aeruil,1.108,0,0
cae_Ennor_hun,0.4772,8,0
cair_bronwe_hador,1.009,0,0
calad_nana_anann,0.3191,0,0
caras_hwiniol_barad,1.298,0,0
celair_yll_myril,1.725,0,0
celeb_malad_alag,0.4678,7,0
certh_hervenn_sammar,0.464,2,0
cugu_gobennas_Tawarwaith,0.3955,7,0
curunir_galas_Mirion,0.7527,0,0
dam_hun_braig,1.12,0,0
dam_melethril_limlug,0.8068,0,0
dannas_ira_amath,1.098,0,0
dirnaith_muinthel_Elrim,1.244,0,0
drafn_balrog_aranarth,1.607,0,0
drego_agor_rust,0.161,0,0
dunadan_Dornhoth_adar,1.026,0,0
dunadan_aeruil_agar,0.3528,7,0
eglan_baneth_haudh,0.3108,3,0
eglan_glamog_lam,0.4965,1,0
elu_guldur_baneth,1.141,0,0
elu_narthan_lang,1.378,0,0
erchion_angos_dam,1.524,0,0
eredh_hul_rovalug,0.7935,0,0
fern_lass_eglan,0.328,0,0
forodrim_thavron_imrad,0.4589,7,0
gath_Eru_neledh,1.064,1,0
gath_meldir_saer,0.4502,7,0
gaur_lorn_hend,0.8964,0,0
glae_faradrim_nost,1.665,0,0
gond_tobas_cund,0.5009,7,0
gwachaedir_minuial_aiglos,0.7488,0,0
gwador_uan_lam,0.3566,7,0
gwaloth_amloth_fast,1.445,0,0
gwaloth_luith_cund,0.5342,1,0
gwaloth_morn_iar,1.618,0,0
hador_hand_calad,1.809,0,0
hand_cund_hul,0.4182,15,1
hand_echad_tegilbor,1.896,0,0
hand_galadhrim_aith,0.8576,0,0
haudh_thor_pendrath,0.1585,0,0
heledir_lebed_gwend,0.9631,0,0
heleg_amarth_soga,0.4539,15,1
heleg_sogannen_morgul,0.771,0,0
heron_ninglor_saig,1.116,0,0
hervess_gaw_glandagol,1.119,0,0
hub_eilian_loss,1.108,0,0
hub_glandagol_rudh,0.3149,3,0
imrad_pennas_nothrim,1.117,0,0
in_Gonhir_aphadrim,2.051,0,0
inias_adar_gaur,0.1772,3,0
ira_laug_adar,0.3339,7,0
ist_laug_lunt,0.8827,0,0
ithildin_aegas_tegilbor,0.8569,0,0
ithildin_ah_uanui,1.036,0,0
lacha_heledir_minas,0.5195,0,0
lachenn_nothrim_gas,0.7835,0,0
laer_sogannen_idhren,1.354,0,0
lasguil_maethor_gorn,0.1142,0,0
lass_hast_mir,3.305,0,0
laug_dam_nost,0.3372,7,0
laug_galadh_cirdan,1.093,0,0
lavan_drafn_alagos,0.1993,3,0
lavan_hud_annon,0.3333,0,0
lend_nagol_aegas,0.3118,0,0
lhug_raug_fae,0.4007,7,0
luin_achad_ylf,0.3275,7,0
maen_imloth_tavor,0.8044,0,0
menel_saew_uan,0.3551,0,0
merilin_iaun_rhosc,0.9839,0,0
midh_gwaun_cund,0.9604,0,0
mir_galadh_hul,0.92,0,0
mund_gwarth_galadhrim,0.1141,0,0
myril_glaur_forodrim,0.4015,7,0
navaer_eglan_Tawarwaith,0.3007,0,0
nestad_ithildin_faun,1.618,0,0
nidh_hud_aran,0.3125,0,0
nimp_ulug_Sindarin,0.1249,3,0
noroth_haudh_law,0.3082,0,0
onodrim_anwar_faun,0.7804,0,0
onodrim_lagor_ram,0.8051,0,0
onodrim_mithril_uruk,1.643,0,0
paich_amon_nagol,0.9816,0,0
paich_yll_minai,0.3373,0,0
per_Ithil_randir,0.6767,0,0
perian_saig_amdir,1.455,0,0
rach_magol_nothrim,0.8394,0,0
raef_limlug_gobennas,0.4623,8,0
ram_idhren_harad,0.1219,0,0
randir_melethril_lembas,1.03,0,0
randir_tobas_dagnir,0.361,3,0
rhosc_Sindarin_raegdan,1.123,0,0
rhovan_thurin_amdir,0.4865,7,0
riel_hervenn_fervain,0.1393,3,0
rist_cund_grond,0.8532,0,0
rochben_agarwaen_guldur,0.4815,2,0
rochben_ylf_grond,0.6806,15,1
rom_edlothiad_Ithil,1.2,0,0
romru_glass_eglan,0.3813,7,0
romru_hud_tobas,0.6272,15,1
rovalug_randir_pod,1.212,0,0
ruith_nimp_tobas,0.3814,0,0
saelor_gwend_maecheneb,0.4349,7,0
saig_puig_faun,0.8835,0,0
sirion_gwathui_mund,0.8625,0,0
soga_aiglos_fuin,0.4487,8,0
soga_nim_ram,1.118,0,0
soga_pent_aegas,0.4003,7,0
tachol_eirien_drego,1.028,0,0
tachol_saer_ruith,0.542,0,0
tang_aphadrim_gilgalad,0.9207,0,0
tann_achas_lembas,0.4675,7,0
tobas_nagol_laug,0.5005,2,0
toll_lain_haust,1.037,1,0
uanui_thor_cund,1.843,0,0
ungol_melethron_pilin,0.355,7,0
ungol_paich_gond,1.601,0,0
yll_lebenedh_cair,0.3925,7,0
Dornhoth_hervenn_tathar,0.998,0,0
Druadan_tachol_aranarth,1.012,0,0
Elrim_sirion_hwiniol,0.8712,0,0
Eru_gwathui_Mirion,0.3729,0,0
Gonhir_achad_melethril,0.1208,13,0
Ithil_fern_maen,0.9883,0,0
Ithil_sogannen_glandagol,0.6357,0,0
Rochirrim_rust_adab,0.3086,7,0
Sindarin_elu_ah,0.4398,7,0
Sindarin_minas_fervain,0.4504,7,0
achad_adan_balrog,0.583,7,0
achas_eilian_lossen,0.2092,7,0
achas_salab_cenedril,0.4167,7,0
aes_lavan_adan,0.9054,0,0
aes_lorn_pendrath,0.1531,3,0
aes_minai_fervain,0.6867,0,0
agor_annon_rudh,0.3963,0,0
aith_fae_tirith,0.5637,0,0
alae_celon_faradrim,0.1072,13,0
alagos_firiel_gas,1.151,0,0
amarth_firiel_aglareb,1.245,0,0
anann_haradrim_haudh,0.2953,7,0
anann_lasguil_araf,0.1555,3,0
andrann_achad_tinnu,0.3546,0,0
ang_thor_gaur,1.106,0,0
annon_tinnu_faun,1.699,0,0
aran_puig_Druadan,0.3817,7,0
archam_rhach_imlad,0.4722,0,0
bellas_Tawarwaith_nothrim,0.6297,0,0
braig_lend_randir,0.9362,0,0
callon_aiglos_faun,0.3097,7,0
celon_baneth_haudh,1.282,0,0
cirdan_edlothiad_rhovan,1.769,0,0
cund_mereth_tachol,0.4567,7,0
curunir_cund_Ennor,0.277,0,0
dagnir_gador_amath,0.473,7,0
dol_aith_naer,1.378,0,0
drego_gador_haudh,1.009,0,0
echad_roch_pethron,0.5696,0,0
edlothiad_hadhod_uir,1.098,0,0
eglan_dam_saelor,0.4014,0,0
eirien_faen_tobas,2.504,0,0
eirien_thul_gwaun,0.3865,0,0
eredh_galenas_rhosc,0.1501,3,0
fae_meldir_cuin,0.3899,0,0
faen_hast_amath,0.3731,0,0
firen_corch_laer,0.3911,6,0
forodrim_lachenn_rhach,0.363,6,0
fuin_lebenedh_nath,0.1616,7,0
galadh_cuin_sirion,1.188,0,0
galadhrim_talraph_firiel,2.634,0,0
gaurwaith_achad_rochben,0.632,2,0
glae_saelor_Elrim,1.84,0,0
gobennas_ingem_lain,0.7083,0,0
graw_thangail_nana,0.685,0,0
gul_fast_alae,0.3691,7,0
gul_gwathui_hun,0.2736,7,0
guldur_imrath_rhovan,0.3553,0,0
gwaloth_fuin_pendrath,0.2033,15,1
gwathui_gond_luith,0.919,0,0
gwilwileth_gobennas_ris,0.9178,0,0
harad_firiel_ungol,0.2597,7,0
hast_naer_bass,0.8519,0,0
heledh_paich_elu,0.6123,0,0
heledir_ulug_tinuviel,0.1425,3,0
helegnen_nath_inias,1.942,0,0
hu_eglan_magol,0.345,0,0
hu_nost_gwael,0.4959,7,0
hwiniol_adar_faen,0.4309,7,0
iar_lam_certh,0.4873,0,0
iar_narthan_midh,1.872,0,0
ingem_sirion_gwael,0.299,6,0
inias_ulug_honeg,0.3845,6,0
ira_lobor_iaun,0.2163,0,0
ithildin_lembas_uan,0.578,2,0
ithron_aegas_Tawarwaith,1.225,0,0
lain_dannas_aegas,0.5114,0,0
lain_ennorath_laug,0.4584,0,0
lalaith_alag_adan,1.043,0,0
lasguil_suil_nestad,0.5277,0,0
lasguil_thor_narthan,0.402,0,0
lass_alagos_dam,3.013,0,0
lathron_nell_amon,0.5704,0,0
laug_glass_naer,0.6683,0,0
lebenedh_lebdas_elu,0.3189,0,0
lend_adar_yll,0.3605,0,0
loss_agarwaen_laes,0.4593,7,0
lost_calad_tavor,0.1671,7,0
luith_puig_cabed,0.6297,15,1
luith_raegdan_lhug,0.2959,7,0
luithien_maen_lass,0.4633,7,0
lunt_curunir_rusc,0.6111,0,0
maethor_rhach_edlothiad,0.4203,0,0
menel_rhun_gas,1.222,0,0
minai_drego_bragol,0.3061,3,0
minas_lembas_amarth,0.2122,7,0
minuial_Rochirrim_meril,0.5581,0,0
mirdan_ank_ram,0.2389,7,0
mithren_melethron_dannas,0.7755,0,0
mithren_rochben_gwaloth,0.4207,0,0
muil_cuil_rhovan,0.4219,0,0
muinthel_fervain_lend,0.2891,6,0
naer_alae_tobas,0.6359,0,0
nagol_heledir_morgul,0.1583,3,0
navaer_minuial_toll,0.418,7,0
neledh_gwend_naer,0.6132,15,1
nell_talraph_ylf,0.4818,7,0
nestad_lin_corch,0.438,0,0
nimbrethil_gilgalad_rusc,0.6797,0,0
nimp_bragol_hwiniol,0.6307,15,1
ninglor_ablad_Gonhir,0.603,0,0
nost_glandagol_tobas,0.9195,0,0
nost_loss_hal,0.2155,15,1
onodrim_romru_mindon,0.3274,3,0
panas_dunadan_ingem,0.7807,0,0
pent_hul_hand,1.003,0,0
pent_iaun_haeron,0.5304,7,0
pethron_gwaloth_badhor,0.6082,0,0
puig_sogannen_gas,1.733,0,0
rach_ai_barad,1.248,0,0
rach_edlothiad_Sindarin,0.8498,0,0
raef_celeb_tegilbor,1.187,0,0
raug_glamor_haeron,0.5195,7,0
rhovan_malad_pilin,0.6726,0,0
ris_ai_hend,0.2209,0,0
rist_rach_cund,0.5955,2,0
rochben_gwaloth_melethron,0.2171,15,1
rodwen_balrog_rhun,0.4184,0,0
rodwen_nell_gas,0.5058,0,0
rom_cuin_cenedril,0.447,0,0
rudh_hast_drego,0.2843,7,0
rusc_lobor_agarwaen,0.4229,0,0
saig_faun_draug,0.7945,0,0
salph_gondrath_achas,0.1018,13,0
sammar_glae_firiel,0.5029,7,0
sammar_mir_daen,0.1806,3,0
sirion_heron_melethril,1.006,0,0
soga_firion_cugu,1.23,0,0
tachol_barad_baneth,0.3874,7,0
tang_ablad_manadh,1.128,0,0
thul_aeruil_gwaloth,0.4273,0,0
tirith_archam_saew,0.1457,7,0
uanui_mirdan_lacha,3.237,0,0
uir_lavan_Sindarin,0.9627,0,0
ungol_imrath_ruith,0.2972,0,0
yll_gellui_archam,0.8628,0,0
Elrim_hal_amarth,0.4054,0,0
Eluwaith_faradrim_haudh,0.9887,0,0
Eru_iaun_rodwen,2.58,0,0
Mirion_malad_adar,1.266,0,0
Mithrim_firion_achas,1.102,0,0
acharn_adel_baug,0.2151,0,0
achas_hwiniol_nothrim,0.4257,7,0
adel_draug_gas,0.2287,3,0
aderthad_cuil_nimbrethil,0.3474,7,0
aerlinn_hand_gul,0.8902,0,0
ah_sador_imloth,0.6752,0,0
alae_haeron_aphadrim,0.2907,7,0
alae_hend_heron,0.8659,0,0
alag_nimp_laer,0.3836,7,0
alph_alag_lunt,0.2597,15,1
alph_celon_gwaloth,0.439,7,0
amloth_hu_magol,0.796,0,0
anann_nath_echad,0.4106,7,0
anann_talraph_haeron,0.8308,0,0
andrann_calad_gador,0.7931,0,0
ank_ennorath_cuin,0.2475,3,0
annon_callon_cyron,0.3956,7,0
anwar_myril_amon,0.4128,7,0
aphadrim_gwaun_thavron,0.3574,7,0
badhor_rudh_morgul,0.6818,0,0
balrog_Dornhoth_andrann,0.2791,7,0
bass_dol_muinthel,1.5,0,0
braig_hu_badhor,1.252,0,0
braig_randir_gwanur,0.2566,0,0
bregedur_corf_romru,0.4144,7,0
cabed_ang_sirion,0.3433,0,0
cabed_cuil_gondrath,0.4905,0,0
cabed_sador_aranarth,0.8881,0,0
cae_thurin_cabor,0.2712,10,0
cair_maethor_rhun,1.084,0,0
calad_lost_faun,0.9242,0,0
callon_ennorath_andrann,0.3822,7,0
callon_firen_haudh,0.2432,3,0
celeb_Ennor_hal,0.2671,7,0
cirdan_galas_hand,0.8408,0,0
cirdan_rochir_mil,0.5276,0,0
cirion_dagnir_ruith,0.466,0,0
cirion_roch_tirith,0.667,0,0
corf_suil_uruk,1.236,0,0
cugu_lembas_celon,0.93,0,0
dol_heleg_fast,0.8776,0,0
draug_ah_hul,0.797,0,0
duin_espalass_annon,0.2005,0,0
dunedhel_panas_cenedril,0.4589,0,0
eglan_imrad_hervenn,0.3558,7,0
elu_neledh_aras,0.2558,7,0
elvellon_archam_lorn,0.1685,7,0
ennorath_eirien_balrog,0.3261,7,0
eredh_glamor_alag,0.4179,7,0
fang_haradrim_rhach,0.714,0,0
faradrim_Mithrim_Druadan,0.2894,7,0
faradrim_tachol_drafn,0.4947,6,0
faun_agar_dam,0.3724,7,0
fuin_hal_hand,0.6044,0,0
galadhrim_soga_anwar,0.6946,0,0
gaurwaith_suil_fang,1.54,0,0
gilgalad_braig_maen,0.3726,0,0
glamor_hul_firiel,0.8438,15,1
glass_cirion_agar,0.2733,15,1
grond_bass_andrann,0.4943,7,0
gwilwileth_hwiniol_adar,0.4645,7,0
hadhod_aran_gaw,0.7157,0,0
haeron_araf_eryn,0.1646,7,0
heledir_gil_gilgalad,0.511,0,0
heledir_gorn_pethron,0.5549,0,0
heleg_nur_limlug,0.2606,7,0
heleg_rhovan_iar,0.3024,7,0
heleg_rom_Sindarin,0.5481,0,0
hervenn_firion_sirion,0.467,6,0
hub_grond_barad,0.2633,15,1
hul_Ennor_nimbrethil,0.7371,0,0
hun_cuin_maen,1.107,0,0
iar_gul_gobennas,0.1727,7,0
iaun_pendrath_nimp,0.2815,0,0
ira_ennorath_minuial,0.6368,0,0
ist_bregedur_eilian,1.416,0,0
lacha_rochir_nath,0.3939,0,0
lagor_tinnu_gli,0.2495,3,0
lang_imloth_lobor,0.3993,0,0
lend_andrann_raug,0.4068,7,0
lhug_eredh_puig,0.9339,0,0
lhug_hu_mir,1.199,0,0
maecheneb_cund_lavan,0.8846,15,1
maecheneb_uruk_dagnir,0.3028,10,0
magol_Eluwaith_lossen,0.6947,0,0
meldir_rach_iar,2.686,0,0
midh_ist_thangail,0.4075,0,0
minai_manadh_gwathui,1.188,0,0
morn_maecheneb_narthan,2.049,0,0
muil_aderthad_cirdan,0.4452,0,0
mund_rudh_saig,0.4401,0,0
neledh_morgul_glaur,0.8684,0,0
nim_idhren_Mirion,0.2637,0,0
nimp_hast_firiel,0.3543,7,0
noroth_magol_faun,0.4214,7,0
noroth_raug_cirdan,0.8566,0,0
ogol_thul_rodwen,0.3326,7,0
onodrim_fervain_ninglor,0.4409,0,0
onodrim_heleg_lalaith,0.6536,0,0
paich_Druadan_tachol,1.115,0,0
paich_alae_honeg,0.227,3,0
parf_tang_pess,1.156,0,0
pendrath_cirdan_thor,4.723,0,0
pendrath_gwend_riel,0.7285,0,0
pendrath_lalaith_haeron,0.684,0,0
peredhel_espalass_amarth,0.53,7,0
peredhel_pennas_archam,0.226,3,0
pess_aeruil_anwar,0.4194,7,0
pess_ingem_thamas,1.339,0,0
pod_faun_sammar,0.3598,7,0
pod_minai_salab,0.4002,0,0
raef_Tawarwaith_mund,0.4029,7,0
rhosc_onodrim_mund,0.5205,6,0
riel_hervess_thamas,3.483,0,0
ris_nidh_bregedur,0.601,0,0
ris_tavor_navaer,3.169,0,0
roch_amloth_laer,0.5618,0,0
rom_Mithrim_galenas,0.3995,7,0
rom_lobor_lachenn,0.5531,0,0
rudh_cabor_adab,0.276,10,0
rudh_per_adar,0.3329,7,0
rust_pilin_balrog,0.4214,7,0
rust_raug_eglan,0.1781,15,1
rust_sador_emel,1.068,0,0
ryn_cenedril_mil,2.617,0,0
ryn_salab_hul,0.2351,3,0
saelor_glass_gath,0.4306,0,0
saer_archam_heledh,0.4356,7,0
saig_minuial_ungol,0.9496,15,1
salab_cabed_pilin,0.5664,7,0
salph_Eru_mithren,0.256,3,0
sammar_corch_fae,0.2474,3,0
soga_saer_elvellon,0.3666,7,0
suil_corf_cae,0.8794,0,0
suil_pennas_amdir,0.9745,0,0
talraph_myril_aras,0.2056,15,1
tamin_ah_hul,0.3366,7,0
tathar_myril_nothrim,0.3619,0,0
tegilbor_corf_alph,1.03,0,0
thamas_edlothiad_saer,0.4508,0,0
tobas_rist_rhach,0.2873,7,0
uanui_muil_emel,0.893,0,0
uir_alag_aran,0.5225,0,0
ungol_bregedur_faen,0.3489,7,0
uruk_saig_guldur,1.261,0,0
vin_aranarth_dol,0.1928,15,1
vin_imloth_morgul,1.274,0,0
ylf_Eluwaith_amlug,1.308,0,0
ylf_gwilwileth_glamor,0.5057,0,0
ylf_panas_rust,0.2138,0,0
Ennor_imloth_morgul,0.7532,15,1
Gonhir_fast_romru,0.3017,15,1
Gwathuirim_drego_lebdas,0.748,0,0
Rochirrim_aiglos_achas,0.5624,0,0
Rochirrim_araf_nimp,0.3726,7,0
Rochirrim_nost_aes,0.9489,0,0
Sindarin_gwachaedir_lachenn,0.522,8,0
ablad_vin_faen,0.1817,15,1
adab_faun_aith,0.2369,4,0
adab_peredhel_hend,1.058,0,0
adan_fern_nothrim,0.7057,0,0
adan_galad_alagos,1.037,0,0
adel_pethron_imrad,0.2785,15,1
aeglir_certh_bregedur,0.3452,7,0
aeruil_corch_min,0.3178,15,1
agar_badhor_agarwaen,0.2683,7,0
agar_graw_pethron,0.3111,7,0
agar_neledh_imrath,0.3621,7,0
agor_certh_heron,0.6719,7,0
ai_lorn_Mirion,1.454,0,0
alagos_honeg_bragol,1.119,0,0
amath_ulug_Eru,2.009,0,0
amlug_ithron_Ennor,0.3083,7,0
ank_gwaun_haradrim,0.4326,0,0
balrog_minas_galvorn,0.3792,7,0
barad_amath_salph,0.5419,0,0
bragol_galvorn_gwend,2.248,0,0
braig_adar_laer,0.3362,7,0
bronwe_imloth_ithildin,0.6565,0,0
cae_draug_ryn,0.4899,0,0
cair_muinthel_firiel,1.092,0,0
celair_ang_uan,0.324,15,1
celair_ank_alph,1.123,0,0
celair_gwael_in,0.1804,0,0
celair_mir_fae,0.2537,4,0
corch_forodrim_ira,0.1749,0,0
cuil_helegnen_laug,0.1787,7,0
daen_balrog_min,0.1668,0,0
dagnir_calad_lost,0.1418,7,0
dannas_ira_suil,0.151,3,0
dirnaith_fang_uan,1.614,0,0
dol_bronwe_mindon,0.5616,0,0
drego_thurin_gaur,1.129,0,0
elu_bronwe_lavan,1.166,0,0
erchion_hal_hadhod,0.562,0,0
eryn_badhor_nim,0.5065,0,0
espalass_faun_drafn,0.1676,3,0
espalass_hervenn_alae,0.3304,7,0
fang_iar_pess,0.9835,0,0
fast_aes_lost,1.128,0,0
faun_adab_rust,0.3272,7,0
firen_law_cuin,0.3694,7,0
firiel_meril_gas,1.005,0,0
firion_meldir_hun,0.3612,7,0
galas_gul_ryn,0.6675,0,0
gellui_Elrim_Dornhoth,0.1906,7,0
glamog_minai_paich,0.3231,7,0
glandagol_baneth_thor,0.1699,0,0
glandagol_celeb_maecheneb,0.3326,7,0
glass_maecheneb_rust,0.2355,6,0
gondrath_aear_puig,0.7177,0,0
grond_cabor_achad,0.4938,0,0
gul_ai_lalaith,0.4024,7,0
gwathui_heron_minai,0.6734,0,0
gwend_melethron_cuin,1.888,0,0
gwilwileth_mirdan_minai,0.1375,7,0
hadhod_corch_fae,0.9066,0,0
haeron_angos_cugu,0.3317,7,0
hand_galad_aeruil,0.6494,0,0
harad_neledh_ennorath,0.9752,0,0
haust_amon_Tawarwaith,1.051,0,0
heledh_aeruil_hadhod,0.1871,7,0
hervenn_meril_lathron,0.3659,0,0
honeg_hud_bronwe,0.2158,7,0
hwiniol_ist_baug,1.61,0,0
imrath_helegnen_calad,0.1921,7,0
inias_pilin_edlothiad,1.498,0,0
lachenn_badhor_gwend,0.1818,15,1
lagor_cenedril_lost,0.3455,7,0
lain_luin_cae,1.129,0,0
lam_maecheneb_limlug,0.1656,15,1
lang_ablad_thavron,0.1583,7,0
lang_hervenn_eilian,0.5888,0,0
lebdas_Gwathuirim_rochir,0.2985,7,0
lebdas_ryn_hend,0.7306,15,1
luith_dunedhel_ira,0.6931,0,0
maecheneb_galad_melethril,0.3458,7,0
maethor_faen_cair,0.3346,0,0
magor_dunadan_aran,0.2962,7,0
manadh_loss_nost,0.3398,7,0
meldir_fang_gwaun,0.3893,7,0
meldir_iphant_ris,1.033,0,0
meldir_morn_gul,1.596,0,0
menel_gas_calad,0.2061,6,0
menel_salab_pendrath,0.5276,0,0
midh_morn_eglan,0.2694,15,1
midh_pennas_neledh,0.3255,15,1
mil_honeg_morn,0.4929,0,0
minai_ira_ylf,1.138,0,0
minai_ulug_rudh,0.3829,7,0
minas_Eluwaith_araf,0.3543,7,0
mithril_minai_rodwen,0.3719,0,0
morn_amath_hend,0.3333,7,0
mund_morgul_saelor,0.1493,0,0
myril_bragol_nagol,0.6047,0,0
nadhras_lam_celon,0.3154,7,0
naer_uruk_anwar,2.343,0,0
nagol_amdir_aranarth,1.067,0,0
nagol_gaurwaith_firen,0.2714,4,0
nagol_iar_rust,1.423,0,0
nagol_minai_honeg,0.3919,7,0
nestad_pent_gaur,0.1887,7,0
nimbrethil_saer_saew,0.2018,7,0
ninglor_laes_gwachaedir,1.219,0,0
nothrim_ulug_gellui,0.5676,0,0
paich_glamog_glamor,1.097,0,0
per_glamor_hu,0.3549,7,0
per_maethor_uan,1.35,0,0
pilin_lunt_uruk,0.6187,0,0
rach_nath_gwathui,0.1654,3,0
randir_mir_tobas,0.3623,7,0
rhosc_cuin_gath,0.3672,0,0
rhovan_gwaloth_elvellon,0.5043,0,0
riel_baug_nell,0.1812,0,0
rochben_minas_Elrim,0.2029,7,0
rovalug_pent_lam,0.3607,7,0
rudh_imloth_hu,0.319,7,0
ryn_ruith_celeb,0.5281,0,0
saer_mirdan_calad,1.882,0,0
saer_pendrath_aegas,0.2368,6,0
sirion_aphadrim_amath,0.3627,7,0
soga_Eru_muil,0.7757,15,1
soga_firen_rist,0.6737,0,0
tamin_lam_cenedril,0.6911,0,0
tamin_ungol_baneth,2.589,0,0
tathar_lin_Eru,0.401,0,0
tegilbor_elvellon_hend,0.3364,0,0
thul_lebed_nim,1.026,0,0
thurin_alae_randir,0.3273,0,0
ulug_corch_lam,0.2893,7,0
ulug_hand_gellui,0.3082,0,0
ungol_aeruil_heledh,0.7428,0,0
ylf_rovalug_tinuviel,0.34,7,0
Dornhoth_inias_gond,0.6488,0,0
Druadan_galas_Eluwaith,0.287,0,0
Elrim_cair_amon,1.203,0,0
Gwathuirim_hwiniol_celon,0.2972,7,0
Ithil_minas_elvellon,0.3718,7,0
Rochirrim_haeron_cenedril,1.275,0,0
Sindarin_lam_dunedhel,1.282,0,0
adab_drafn_amloth,0.3684,7,0
adan_rom_alae,0.1623,0,0
aear_glass_morn,0.3024,7,0
aear_lunt_nana,1.624,0,0
aerlinn_Elrim_alph,0.1786,7,0
aes_hub_law,0.2424,7,0
aglareb_thangail_nana,0.7475,0,0
agor_yll_tachol,0.2949,0,0
ah_muinthel_tobas,0.4054,0,0
ai_peredhel_laer,0.2073,15,1
aiglos_roch_nim,0.2907,7,0
alae_eryn_hand,0.1445,0,0
alae_guldur_ithron,0.2929,0,0
alph_ist_faun,0.6487,0,0
anann_saew_aranarth,0.3401,7,0
angos_dagnir_tamin,0.4628,0,0
annon_gwend_lain,0.1821,3,0
annon_lorn_baug,0.3795,0,0
archam_puig_hervess,0.8987,0,0
balrog_aear_Gwathuirim,0.4669,7,0
baneth_nidh_cyron,0.6307,0,0
bass_amarth_elvellon,0.2556,7,0
bass_archam_rhosc,1.294,15,1
bragol_mirdan_ira,0.3069,7,0
braig_minai_ram,0.2858,7,0
bronwe_aderthad_law,0.2426,13,0
cae_Ennor_ulug,1.288,0,0
calad_dol_rhach,0.2708,7,0
callon_perian_ulug,0.3918,7,0
caras_corf_faradrim,1.289,0,0
celair_hud_paich,0.2795,7,0
cirion_ungol_ira,0.1098,15,1
corch_nagol_glaur,0.2649,0,0
cuil_gwanur_panas,0.8581,0,0
cuil_noroth_tachol,0.9398,15,1
daen_loss_Druadan,0.1044,15,1
daen_rochir_galvorn,0.2947,5,0
dol_badhor_gwael,0.28,5,0
duin_cabed_Eru,0.4772,0,0
dunedhel_imloth_nimp,0.268,7,0
dunedhel_saer_lorn,1.461,15,1
edlothiad_corch_cugu,0.008771,7,0
eglan_adar_celeb,0.2236,13,0
eilian_tathar_hend,0.4144,0,0
elu_riel_aear,0.4871,7,0
eredh_narthan_eryn,0.512,7,0
espalass_Eru_lalaith,0.1158,9,0
espalass_dagnir_Mithrim,0.1991,3,0
fae_myril_cugu,1.298,0,0
fern_firen_curunir,1.456,0,0
firen_lachenn_lend,1.351,0,0
firen_ogol_graw,0.5157,7,0
galad_haust_luithien,0.4938,0,0
galenas_gwador_rust,2.984,0,0
gaur_callon_guldur,0.4109,0,0
glamog_ennorath_mil,0.746,0,0
glamog_salph_hador,0.1862,3,0
glandagol_aduial_aderthad,0.7258,6,0
glandagol_morgul_hend,0.3852,7,0
glass_roch_Druadan,1.374,0,0
glaur_heledh_galas,1.755,0,0
gobennas_hul_lhug,0.7324,0,0
gobennas_nath_rochben,0.9371,15,1
gul_glamog_gaur,1.313,15,1
gwachaedir_agar_hud,0.1113,9,0
gwador_erchion_thamas,0.4869,7,0
gwarth_gwanur_adar,0.2419,0,0
gwarth_lebed_pent,0.1845,7,0
harad_rhosc_malad,0.1685,0,0
haradrim_helegnen_iaun,0.19,7,0
hast_heledh_thul,0.8744,0,0
heledir_corch_pennas,0.1257,9,0
heron_bain_glae,0.9981,0,0
heron_gondrath_nimp,0.4674,0,0
hud_sogannen_riel,0.3436,0,0
hul_idhren_iar,2.0,0,0
hun_pilin_mindon,1.376,15,1
hwiniol_Rochirrim_uruk,0.4681,7,0
imlad_Ithil_Elrim,1.097,0,0
imloth_firiel_certh,0.1128,15,1
imrad_in_puig,1.023,15,1
iphant_grond_nimbrethil,0.2691,7,0
ira_laer_nath,1.209,0,0
ist_eglan_rom,0.4014,7,0
lacha_badhor_raug,0.3061,7,0
lachenn_angos_amlug,0.5905,0,0
lachenn_law_vin,0.6578,0,0
laer_cund_elvellon,0.2951,7,0
